lang,sentence_id,ko_source,nllb_baseline_mt,nllb_baseline_score,pipeline_mt,pipeline_score,comet_diff,nllb_back_ko,pipeline_back_ko,nllb_labse_sim,pipeline_labse_sim,labse_diff,max_suspicion_score
tgl_Latn,KO-FIN-03777,통일규격유가증권이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang Uniform Tax Credit.,0.7332783341407776,Ipaliwanag kung ano ang Pangkalahatang Boto ng Pag-aari.,0.4651995003223419,-0.2680788338184356,유니폼 세금 신용은 무엇인지 설명해 주세요.,일반 소유권이란 무엇인지를 설명하세요.,0.7248694896697998,0.6475239992141724,-0.07734549045562744,40
tha_Thai,KO-FIN-04243,최근 backwardation의 변화를 확인하고 싶습니다.,ผมต้องการตรวจสอบการเปลี่ยนแปลงล่าสุดของ backwardation,0.8393399119377136,ผมต้องการตรวจสอบการเปลี่ยนแปลงล่าสุดของ ภาวะราคาล่วงหน้าต่ำกว่าราคาตลาดปัจจุบัน,0.5723605155944824,-0.2669793963432312,저는 최근 배후화 변화를 확인하고 싶습니다.,현재 시장 가격보다 낮은 전면 가격의 최근 변화를 확인하고 싶습니다.,0.9392715692520142,0.7433158159255981,-0.19595575332641602,40
tgl_Latn,KO-FIN-03273,증권금융이 무엇인지 설명해 주세요.,Ipaliwanag kung ano ang securities financing.,0.8330439329147339,Ipaliwanag kung ano ang Pinansiyal na securities.,0.568755030632019,-0.2642889022827148,증권금융이란 무엇인가요?,금융 증권이란 무엇인가요?,0.7950433492660522,0.7456528544425964,-0.04939049482345581,20
tgl_Latn,KO-FIN-01881,소수주주권이 무엇인지 설명해 주세요.,Ipaliwanag kung ano ang minority ownership.,0.8305200338363647,Ipaliwanag kung ano ang Pangkalahatang Soberanyo.,0.5712401866912842,-0.2592798471450805,소수 소유가 무엇인지 설명해 주세요.,세계적 주권이란 무엇인지를 설명해 보십시오.,0.9308565855026245,0.7169281244277954,-0.2139284610748291,20
tgl_Latn,KO-FIN-03798,통합계좌 처리 절차를 확인하고 싶습니다.,Gusto kong suriin ang proseso ng pagproseso ng pinagsamang account.,0.7433879971504211,Gusto kong suriin ang proseso ng pagproseso.,0.490405261516571,-0.2529827356338501,합작 계정을 처리하는 과정을 살펴보고 싶습니다.,저는 처리 과정을 살펴보고 싶습니다.,0.902356743812561,0.748630166053772,-0.15372657775878906,40
ind_Latn,KO-FIN-01100,듀레이션의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,Hasil dari dualisasi dapat bervariasi tergantung pada asumsi dan data pasar yang digunakan.,0.8534449338912964,Hasil Durasi dapat bervariasi tergantung pada asumsi dan data pasar yang digunakan.,0.6050036549568176,-0.2484412789344787,이중화의 결과는 가정과 사용된 시장 데이터에 따라 달라질 수 있습니다.,지속 결과는 가정과 사용된 시장 데이터에 따라 달라질 수 있습니다.,0.969769299030304,0.9260920286178589,-0.04367727041244507,40
mya_Mymr,KO-FIN-03245,증거금이 무엇인지 쉽게 설명해 주세요.,သက်သေခံငွေဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.8721901178359985,အထောက်အထားပါ။ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါ။,0.6255000829696655,-0.246690034866333,증명서가 무엇인지 설명해 주세요.,증거는 무엇인가요? 설명해 주세요.,0.8080831170082092,0.7010425329208374,-0.10704058408737183,20
tha_Thai,KO-FIN-01986,스칼퍼와 관련된 시장 정보를 확인하고 싶습니다.,ผมต้องการตรวจสอบข้อมูลตลาดที่เกี่ยวข้องกับสเกลเปอร์,0.7799279093742371,ผมต้องการตรวจสอบข้อมูลตลาดที่เกี่ยวข้องกับ ผู้เก็งกำไรระยะสั้น,0.5336037278175354,-0.2463241815567016,스칼퍼와 관련된 시장 정보를 확인하고 싶습니다.,저는 단기 투자자에 대한 시장 정보를 확인하고 싶습니다.,0.9999998807907104,0.7383326888084412,-0.2616671919822693,40
tgl_Latn,KO-FIN-02042,시간외 종가매매와 관련된 시장 정보를 확인하고 싶습니다.,Gusto kong suriin ang impormasyon ng merkado na may kinalaman sa mga out-of-hours na kalakalan.,0.800477921962738,Gusto kong suriin ang impormasyon ng merkado na nauugnay sa Pagbebenta ng mga tunog sa labas ng oras.,0.5573071241378784,-0.2431707978248596,저는 외환 거래와 관련된 시장 정보를 살펴보고 싶습니다.,시중 음향 판매와 관련된 시장 정보를 살펴보고 싶습니다.,0.8479679822921753,0.8275967836380005,-0.020371198654174805,40
mya_Mymr,KO-FIN-03955,풀서비스 브로커와 관련해 투자 전에 확인해야 할 사항이 있나요?,ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင်မှာ Full-Service Broker တွေနဲ့ ပတ်သက်ပြီး စစ်ဆေးသင့်တဲ့ အချက်တွေရှိလား။,0.8699710369110107,အပြည့်အဝ ဝန်ဆောင်မှု ရောင်းဝယ်သူပါ။ နဲ့ပတ်သက်ပြီး ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင် သေချာဖို့ အချက်တွေရှိလား။,0.6339663863182068,-0.2360046505928039,투자하기 전에 풀 서비스 브로커에 대해 확인해야 할 점이 있나요?,전 서비스 판매자입니다. 투자하기 전에 확실히 해야 할 사항이 있나요?,0.9819554090499878,0.7701410055160522,-0.21181440353393555,20
tha_Thai,KO-FIN-01100,듀레이션의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,ผลลัพธ์ของการผสมผสานอาจแตกต่างกันขึ้นอยู่กับข้อมูลที่ใช้ในสมมุติฐานและตลาด,0.812104344367981,ผลลัพธ์ของ ระยะเวลา อาจแตกต่างกันไปขึ้นอยู่กับสมมติฐานและข้อมูลตลาดที่ใช้,0.5778248906135559,-0.234279453754425,합병의 결과는 가설과 시장에 사용되는 정보에 따라 달라질 수 있습니다.,시기의 결과는 가설과 시장 데이터에 따라 달라질 수 있습니다.,0.8605751991271973,0.8339315056800842,-0.026643693447113037,40
mya_Mymr,KO-FIN-03455,차금결제 과정에서 문제가 발생한 것 같습니다.,ငွေပေးချေမှုမှာ ပြဿနာတစ်ခု ရှိပုံရတယ်။,0.7831099033355713,ငွေကြေး ဖြေရှင်းချက်။ လုပ်နေတုန်းမှာ ပြဿနာတစ်ခု ဖြစ်နေပုံရတယ်။,0.5503589510917664,-0.2327509522438049,트랜잭션에 문제가 있는 것 같습니다.,금융 솔루션: 작업 중에 문제가 있는 것 같습니다.,0.7249241471290588,0.6134179830551147,-0.11150616407394409,40
ind_Latn,KO-FIN-02661,이익잉여금이 무엇을 의미하나요?,Apa yang dimaksud dengan bonus keuntungan?,0.7740418314933777,Apa arti Laba ditahan?,0.5465346574783325,-0.2275071740150451,이윤 보너스란 무엇인가요?,'라바'는 무슨 뜻이야?,0.8108245134353638,0.5909516215324402,-0.21987289190292358,20
vie_Latn,KO-FIN-00609,규정재정이 금융거래에 어떻게 적용되나요?,Quy định tài chính được áp dụng như thế nào cho giao dịch tài chính?,0.8265944719314575,Xây dựng quy định được áp dụng như thế nào trong giao dịch tài chính này?,0.6041820049285889,-0.2224124670028686,금융 규제는 어떻게 금융 거래에 적용되는가?,이 금융 거래에서 어떻게 규제가 적용되는가?,0.9222962856292725,0.8776626586914062,-0.04463362693786621,40
ind_Latn,KO-FIN-00483,국민주와 관련해 투자 전에 확인해야 할 사항이 있나요?,Apakah ada hal-hal yang harus diperiksa sebelum berinvestasi?,0.8007725477218628,Apakah ada hal-hal yang perlu diperiksa sebelum berinvestasi terkait Lagu Kebangsaan?,0.5796450972557068,-0.221127450466156,투자하기 전에 확인해야 할 사항이 있나요?,국악에 대한 투자를 하기 전에 고려해야 할 사항이 있나요?,0.8647634387016296,0.8382555246353149,-0.026507914066314697,20
mya_Mymr,KO-FIN-02990,전업주의 처리 절차를 확인하고 싶습니다.,လုပ်ငန်းရှင်ရဲ့ စီမံခန့်ခွဲမှု လုပ်ငန်းစဉ်ကို စစ်ဆေးချင်ပါတယ်။,0.7369475364685059,အပြည့်အဝ အလုပ်သမား။ ကို စစ်ဆေးချင်ပါတယ်။,0.5165525674819946,-0.2203949689865112,저는 사업주들의 경영 프로세스를 살펴보고 싶었습니다.,"""완전 노동자""를 확인하고 싶습니다.",0.708422064781189,0.5887351036071777,-0.11968696117401123,40
tha_Thai,KO-FIN-05275,대출 상환일을 지나면 어떤 불이익이 있나요?,มีข้อเสียอะไรบ้างเมื่อวันชําระเงินผ่านไป?,0.7403551340103149,ผลจากการไม่ชำระหนี้เป็นเวลา การชำระหนี้ วันคืออะไร?,0.520825982093811,-0.2195291519165039,결제 날짜가 지나면 어떤 단점이 있을까요?,납부불이행의 결과는 얼마일까요?,0.8347815275192261,0.5987353324890137,-0.2360461950302124,80
vie_Latn,KO-FIN-01986,스칼퍼와 관련된 시장 정보를 확인하고 싶습니다.,Tôi muốn kiểm tra thông tin thị trường liên quan đến scalpers.,0.7335503101348877,Tôi muốn kiểm tra thông tin thị trường liên quan đến Nhà giao dịch lướt sóng.,0.5201928019523621,-0.2133575081825256,저는 스칼퍼들에 대한 시장 정보를 확인하고 싶습니다.,서핑 거래자에 대한 시장 정보를 확인하고 싶습니다.,0.9525468349456787,0.8624395728111267,-0.090107262134552,40
vie_Latn,KO-FIN-04244,backwardation은 다른 경제지표와 함께 해석하는 것이 좋습니다.,Backwardation có thể được hiểu cùng với các chỉ số kinh tế khác.,0.7690619826316833,Nên phân tích tình trạng giá kỳ hạn thấp hơn giá giao ngay cùng với các chỉ số kinh tế khác.,0.5578174591064453,-0.211244523525238,백워드레이션은 다른 경제 지표와 함께 이해될 수 있습니다.,다른 경제 지표와 함께 거래 가격보다 낮은 선물 가격을 분석해야 합니다.,0.824095606803894,0.6396194696426392,-0.18447613716125488,40
mya_Mymr,KO-FIN-02719,인덱스펀드에 가입하기 전에 어떤 점을 확인해야 하나요?,Index Fund မှာ မပါဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.8211583495140076,အညွှန်းငွေ။ ကို မဝင်ခင် ဘယ်အချက်တွေကို စစ်ဆေးသင့်လဲ။,0.6135023236274719,-0.2076560258865356,인덱스 펀드에 가입하기 전에 어떤 요소를 확인해야 할까요?,지표: 인터넷에 접속하기 전에 어떤 점들을 확인해야 할까요?,0.9732929468154907,0.7275951504707336,-0.24569779634475708,40
vie_Latn,KO-FIN-04243,최근 backwardation의 변화를 확인하고 싶습니다.,Tôi muốn kiểm tra những thay đổi gần đây về backwardation.,0.7565850615501404,Tôi muốn xem những thay đổi gần đây của tình trạng giá kỳ hạn thấp hơn giá giao ngay.,0.5514154434204102,-0.2051696181297302,저는 최근 백워드레이션에 대한 변화를 살펴보고 싶습니다.,제가 보고 싶은 것은 바로가기 가격보다 낮은 선물 가격의 최근 변화입니다.,0.9135497808456421,0.6742581725120544,-0.23929160833358765,40
tha_Thai,KO-FIN-02086,신용거래와 관련된 시장 정보를 확인하고 싶습니다.,ผมต้องการตรวจสอบข้อมูลตลาดเกี่ยวกับการซื้อขายสินเชื่อ,0.7400881052017212,ผมต้องการตรวจสอบข้อมูลตลาดที่เกี่ยวข้องกับ การซื้อขายด้วยมาร์จิ้น,0.5400863289833069,-0.2000017762184143,저는 채권 거래에 대한 시장 정보를 확인하고 싶습니다.,마진 거래와 관련된 시장 정보를 확인하고 싶습니다.,0.9311419725418091,0.907337486743927,-0.02380448579788208,20
tgl_Latn,KO-FIN-02309,영시조항이 무엇을 의미하나요?,Ano ang ibig sabihin ng British Charter?,0.6730504035949707,Ano ang ibig sabihin ng Mga Batas ng Pranses?,0.4801542460918426,-0.192896157503128,영국 헌법은 무엇을 의미할까요?,프랑스 법은 무엇을 의미합니까?,0.7232393026351929,0.654633641242981,-0.06860566139221191,40
ind_Latn,KO-FIN-04026,할인발행을 이용하려면 어떤 조건이 필요한가요?,Apa syarat yang harus dipenuhi untuk menggunakan diskon?,0.878377377986908,Apa saja syarat yang diperlukan untuk menggunakan Penerbitan dengan diskon?,0.6871386170387268,-0.1912387609481811,할인 혜택을 받으려면 어떤 조건이 있어야 할까요?,할인된 출판물을 사용하려면 어떤 조건이 필요합니다?,0.9407781362533569,0.8950832486152649,-0.04569488763809204,20
tgl_Latn,KO-FIN-00085,강세장이 무엇을 의미하나요?,Ano ang ibig sabihin ng Stronghold?,0.6423659920692444,Ano ang ibig sabihin ng Kapamilya.?,0.4519276320934295,-0.1904383599758148,포항은 무슨 뜻일까요?,'가족'이란 무슨 뜻일까요?,0.7623107433319092,0.5847365856170654,-0.17757415771484375,40
tgl_Latn,KO-FIN-02801,일중대월이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang lunar month.,0.6470398902893066,Ipaliwanag kung ano ang Sa loob ng isang buwan.,0.460673838853836,-0.1863660514354705,달이 어떤 달인지 설명해 주세요.,한 달 안에 어떻게 되는지 설명해줘,0.7998195886611938,0.6937406659126282,-0.10607892274856567,40
mya_Mymr,KO-FIN-01490,보증사채의 조건과 수익 구조를 확인하고 싶습니다.,အာမခံစာချုပ်ရဲ့ စည်းကမ်းချက်တွေနဲ့ ဝင်ငွေ တည်ဆောက်ပုံကို စစ်ဆေးချင်တယ်။,0.8282026052474976,အာမခံချက်။ ရဲ့ အခြေအနေနဲ့ ဝင်ငွေ တည်ဆောက်ပုံကို စစ်ဆေးချင်ပါတယ်။,0.6426352262496948,-0.1855673789978027,보험계약의 조건과 수입 구조를 살펴보고 싶었습니다.,"저는 ""보험""의 경우와 소득 구조를 살펴보고 싶었습니다.",0.8801274299621582,0.7955540418624878,-0.08457338809967041,20
ind_Latn,KO-FIN-00185,결제리스크 관리제도가 무엇인지 설명해 주세요.,Jelaskan apa itu sistem manajemen risiko pembayaran.,0.8715325593948364,Tolong jelaskan apa itu Sistem Pengelolaan Risiko Pembayaran.,0.6862572431564331,-0.1852753162384033,지불 위험 관리 시스템이 무엇인지 설명해 주세요.,지불 위험 관리 시스템이 무엇인지 설명해 주시겠습니까?,0.8667805194854736,0.8191424608230591,-0.04763805866241455,20
mya_Mymr,KO-FIN-00619,근저당을 이용할 때 필요한 서류는 무엇인가요?,အခြေခံအဆောက်အအုံကို သုံးဖို့ လိုအပ်တဲ့ စာရွက်စာတမ်းတွေက ဘာတွေလဲ။,0.7363670468330383,အဆိုးဆုံးပါ။ ကို အသုံးပြုဖို့ လိုအပ်တဲ့ စာရွက်စာတမ်းတွေက ဘာတွေလဲ။,0.5512850880622864,-0.1850819587707519,이 인프라를 이용하려면 어떤 서류가 필요할까요?,"가장 나쁜 것은, 어떤 서류가 필요한가?",0.785463809967041,0.640703022480011,-0.14476078748703003,40
ind_Latn,KO-FIN-04027,할인발행과 관련된 비용과 절차를 확인하고 싶습니다.,Saya ingin memeriksa biaya dan prosedur yang terkait dengan diskon.,0.8589301109313965,Saya ingin mengetahui biaya dan prosedur yang terkait dengan Penerbitan dengan diskon.,0.6741332411766052,-0.1847968697547912,할인 관련 비용과 절차를 살펴보고 싶습니다.,저는 할인된 출판에 관련된 비용과 절차를 알고 싶습니다.,0.9612820148468018,0.897981584072113,-0.06330043077468872,20
tgl_Latn,KO-FIN-01569,부실채권정리기금채권이 무엇인지 설명해 주세요.,Ipaliwanag sa akin kung ano ang mga utang ng insolvency fund.,0.6707218885421753,Ipaliwanag kung ano ang Mga utang sa mga bangko.,0.4872148334980011,-0.1835070550441742,이불기금의 부채가 무엇인지 설명해 주세요.,은행의 부채가 무엇인지 설명해 주세요.,0.9057704210281372,0.7570627331733704,-0.14870768785476685,40
tha_Thai,KO-FIN-02719,인덱스펀드에 가입하기 전에 어떤 점을 확인해야 하나요?,อะไรคือสิ่งที่คุณต้องตรวจสอบ ก่อนที่จะสมัครสมาชิกในกองทุนอินเด็กซ์,0.8248968124389648,ควรตรวจสอบอะไรก่อนสมัคร กองทุนดัชนี?,0.6451224088668823,-0.1797744035720825,인덱스 펀드에 가입하기 전에 확인해야 할 사항은 무엇일까요?,듀시 펀드 신청 전에 어떤 점검을 해야 할까요?,0.9798930883407593,0.7958968877792358,-0.18399620056152344,40
mya_Mymr,KO-FIN-02199,쌍방연계방식과 관련된 내용을 확인하고 싶습니다.,နှစ်ဖက်ဆက်သွယ်မှုပုံစံနဲ့ ပတ်သက်တဲ့ အချက်အလက်တွေကို ကြည့်ချင်ပါတယ်။,0.7735472321510315,နှစ်ဖက်ဆက်သွယ်မှု ပုံစံပါ။ နဲ့ ပတ်သက်တဲ့ အကြောင်းအရာတွေကို စစ်ဆေးချင်ပါတယ်။,0.6001058220863342,-0.1734414100646972,저는 이 양방향 커뮤니케이션 패턴에 대한 자료를 보고 싶습니다.,저는 이 양방향 커뮤니케이션 방식에 대해 연구하고 싶었습니다.,0.7311995625495911,0.7093148231506348,-0.0218847393989563,50
mya_Mymr,KO-FIN-03037,정시상환이 무엇인지 설명해 주세요.,အချိန်နဲ့တပြေးညီ ပြောင်းလဲမှုဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.6850714683532715,အချိန်ကိုက် အခြေအနေပါ။ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.5144421458244324,-0.1706293225288391,실시간 트랜스포먼트가 무엇인지 설명해 주세요.,"""현시적 상황""이란 무엇인가요?",0.7583927512168884,0.4881508946418762,-0.2702418565750122,50
mya_Mymr,KO-FIN-04131,혼합주와 관련해 투자 전에 확인해야 할 사항이 있나요?,ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင် မိတ်ဖက် ရှယ်ယာရှင်တွေနဲ့ ပတ်သက်ပြီး စစ်ဆေးဖို့လိုတာ တစ်ခုခုရှိလား။,0.7244455218315125,ရောစပ်ထားတယ်။ နဲ့ပတ်သက်ပြီး ရင်းနှီးမြှုပ်နှံမှု မလုပ်ခင် သေချာဖို့ အချက်တွေရှိလား။,0.5570427179336548,-0.1674028038978576,투자하기 전에 제 주주들에게 확인해야 할 것이 있나요?,투자하기 전에 확신해야 할 것이 있나요?,0.8438057899475098,0.8038699626922607,-0.03993582725524902,40
vie_Latn,KO-FIN-02042,시간외 종가매매와 관련된 시장 정보를 확인하고 싶습니다.,Tôi muốn kiểm tra thông tin thị trường liên quan đến việc bán hàng ngoài giờ.,0.7612730264663696,Tôi muốn xem thông tin thị trường liên quan đến Giao dịch theo giá đóng cửa ngoài giờ.,0.6081353425979614,-0.1531376838684082,오프타임 판매와 관련된 시장 정보를 확인하고 싶습니다.,마켓 정보를 보고 싶습니다.,0.9490377902984619,0.7083154916763306,-0.24072229862213135,40
mya_Mymr,KO-FIN-00193,결제순서조작이 무엇인지 설명해 주세요.,ငွေပေးချေမှု စနစ်က ဘာလဲဆိုတာ ရှင်းပြပေးပါ။,0.6853777170181274,အပြီးသတ် စီမံကိန်း။ ဆိုတာ ဘာလဲဆိုတာ ရှင်းပြပေးပါဦး။,0.5331606268882751,-0.1522170901298523,결제 시스템이 무엇인지 설명해 주세요.,최종 프로젝트가 무엇인지 설명해 주세요.,0.8522025346755981,0.5456610321998596,-0.3065415024757385,40
ind_Latn,KO-FIN-01506,보호예수 처리 절차를 확인하고 싶습니다.,Saya ingin memeriksa prosedur pengolahan perlindungan Yesus.,0.6517480611801147,Saya ingin mengetahui prosedur penanganan Periode pembekuan.,0.4996183812618255,-0.1521296799182891,예수 보호 처리에 대한 절차를 확인하고 싶습니다.,냉각기를 처리하는 절차를 알고 싶습니다.,0.8245731592178345,0.6859767436981201,-0.13859641551971436,40
tha_Thai,KO-FIN-02437,우리사주조합이 무엇인지 설명해 주세요.,อธิบายว่าสหกรณ์ของเราคืออะไร,0.6326823830604553,กรุณาอธิบายว่า โครงการให้พนักงานถือหุ้น คืออะไร,0.4823409616947174,-0.1503414213657379,우리 협동조합이 무엇인지 설명해 주세요.,직원 주주제도가 무엇인지 설명해 주시겠습니까?,0.935897946357727,0.6580650210380554,-0.27783292531967163,40
tha_Thai,KO-FIN-04729,Lamfalussy기준이 무엇인지 설명해 주세요.,อธิบายมาตรฐาน Lamfalussy หน่อยครับ,0.7696467638015747,กรุณาอธิบายว่า กรอบงาน Lamfalussy คืออะไร,0.619970440864563,-0.1496763229370117,램팔루시 기준에 대해 설명해 주세요.,램팔루시 행사가 무엇인지 설명해 주시겠습니까?,0.7997177243232727,0.6355544328689575,-0.16416329145431519,40
mya_Mymr,KO-FIN-00609,규정재정이 금융거래에 어떻게 적용되나요?,စည်းမျဉ်းစည်းကမ်းတွေဟာ ငွေကြေး ကုန်သွယ်မှုမှာ ဘယ်လို အသုံးဝင်လဲ။,0.8137281537055969,ဒါကို ငွေကြေး ကုန်သွယ်မှုမှာ ဘယ်လို အသုံးချလဲ။,0.6659654378890991,-0.1477627158164978,금융 거래에서 규칙은 어떻게 유용할까요?,이것을 어떻게 금융 거래에 적용할 수 있을까요?,0.9111562371253967,0.7985455989837646,-0.11261063814163208,20
tha_Thai,KO-FIN-05123,tax call option과 관련된 납부 내역을 확인하고 싶습니다.,ผมต้องการตรวจสอบข้อมูลการชําระเงินที่เกี่ยวข้องกับตัวเลือกการเรียกภาษี,0.8069701194763184,ผมต้องการตรวจสอบประวัติการชำระเงินที่เกี่ยวข้องกับ สิทธิ์ซื้อภาษี,0.6593005657196045,-0.1476695537567138,세금을 청구할 수 있는 옵션에 대한 결제 정보를 확인하고 싶습니다.,세금권에 대한 지불 기록을 확인하고 싶습니다.,0.8666179180145264,0.8330341577529907,-0.033583760261535645,40
ind_Latn,KO-FIN-00939,단위형 투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,Apa yang harus diperiksa sebelum bergabung dengan Unit Investment Trust?,0.8463542461395264,Apa saja yang perlu diperiksa sebelum mendaftar ke Reksa Dana Tipe Unit?,0.7046043872833252,-0.1417498588562011,유닛투자신탁에 가입하기 전에 무엇을 확인해야 할까요?,유닛 펀드에 가입하기 전에 확인해야 할 사항은 무엇일까요?,0.9438202381134033,0.9064054489135742,-0.0374147891998291,40
tgl_Latn,KO-FIN-00863,내부수익률과 관련된 투자 정보를 확인하고 싶습니다.,Gusto kong suriin ang impormasyon sa pamumuhunan na may kinalaman sa internal rate of return.,0.7192367911338806,Gusto kong suriin ang impormasyon ng pamumuhunan na nauugnay sa Ang mga panloob na kita.,0.5775668621063232,-0.1416699290275573,저는 내부 수익률과 관련된 투자 정보를 살펴보고 싶습니다.,내수와 관련된 투자 정보를 살펴보고 싶습니다.,0.977889895439148,0.9002043008804321,-0.07768559455871582,20
ind_Latn,KO-FIN-01175,만기보유전략과 관련된 투자 정보를 확인하고 싶습니다.,Saya ingin melihat informasi investasi yang terkait dengan strategi perpetual protection.,0.6911526322364807,Saya ingin memeriksa informasi investasi terkait Strategi Memegang Sampai Jatuh Tempo.,0.5496718883514404,-0.1414807438850402,저는 영구 보호 전략과 관련된 투자 정보를 보고 싶습니다.,투자 정보를 확인하고 싶습니다.,0.9241478443145752,0.7355152368545532,-0.18863260746002197,40
