term,grade,sense,ko_sentence,lang,translation,label,provider,labse_filter_pass
공채,1등급,financial,공채의 조건과 수익 구조를 확인하고 싶습니다.,tgl_Latn,Gusto kong suriin ang mga kondisyon at estruktura ng kita ng pampublikong bono.,pos,groq,True
공채,1등급,financial,공채의 조건과 수익 구조를 확인하고 싶습니다.,mya_Mymr,အများပြည်သူအကြွေးစာရင်း၏ အခြေအနေများနှင့် အကျိုးအမြတ် ဖွဲ့စည်းပုံကို စစ်ဆေးလိုပါသည်။,pos,groq,True
공채,1등급,financial,금리 변동성이 확대되면서 원금 보장이 용이하고 안정적인 공채로 자금이 유입되고 있다.,vie_Latn,"Khi biến động lãi suất mở rộng, vốn đang đổ vào các trái phiếu công, vốn dễ bảo đảm nguyên gốc và ổn định.",pos,groq,True
공채,1등급,financial,금리 변동성이 확대되면서 원금 보장이 용이하고 안정적인 공채로 자금이 유입되고 있다.,ind_Latn,"Seiring dengan meningkatnya volatilitas suku bunga, dana mengalir ke obligasi pemerintah yang mudah menjamin pokok dan stabil.",pos,groq,True
공채,1등급,financial,금리 변동성이 확대되면서 원금 보장이 용이하고 안정적인 공채로 자금이 유입되고 있다.,tha_Thai,เมื่อความผันผวนของอัตราดอกเบี้ยเพิ่มขึ้น เงินทุนกำลังไหลเข้าพันธบัตรของรัฐที่ค้ำประกันเงินต้นได้ง่ายและมีความมั่นคง,pos,groq,True
공채,1등급,financial,금리 변동성이 확대되면서 원금 보장이 용이하고 안정적인 공채로 자금이 유입되고 있다.,tgl_Latn,"Habang lumalawak ang volatility ng mga interest rate, dumadaloy ang pondo patungo sa mga government bond na madaling garantiyahan ang prinsipal at matatag.",pos,groq,True
공채,1등급,financial,금리 변동성이 확대되면서 원금 보장이 용이하고 안정적인 공채로 자금이 유입되고 있다.,mya_Mymr,အတိုးနှုန်းအလှန်အပြောင်းအလဲများ တိုးလာသဖြင့် မူလငွေ အာမခံရလွယ်ကူပြီး တည်ငြိမ်သော အများပြည်သူအကြွေးကဒ်များသို့ ငွေကြွလာနေသည်။,pos,groq,True
공채,1등급,financial,지방자치단체는 대규모 인프라 건설 사업에 필요한 재원을 충당하기 위해 공채 발행을 결정했습니다.,vie_Latn,Đơn vị tự trị địa phương đã quyết định phát hành trái phiếu công để đáp ứng nguồn tài chính cần thiết cho dự án xây dựng hạ tầng quy mô lớn.,pos,groq,True
공채,1등급,financial,지방자치단체는 대규모 인프라 건설 사업에 필요한 재원을 충당하기 위해 공채 발행을 결정했습니다.,ind_Latn,Pemerintah daerah memutuskan untuk menerbitkan obligasi pemerintah daerah guna menutupi dana yang diperlukan untuk proyek pembangunan infrastruktur berskala besar.,pos,groq,True
공채,1등급,financial,지방자치단체는 대규모 인프라 건설 사업에 필요한 재원을 충당하기 위해 공채 발행을 결정했습니다.,tha_Thai,หน่วยปกครองท้องถิ่นได้ตัดสินใจออกพันธบัตรสาธารณะเพื่อจัดหาแหล่งเงินที่จำเป็นสำหรับโครงการก่อสร้างโครงสร้างพื้นฐานขนาดใหญ่,pos,groq,True
공채,1등급,financial,지방자치단체는 대규모 인프라 건설 사업에 필요한 재원을 충당하기 위해 공채 발행을 결정했습니다.,tgl_Latn,Ang lokal na pamahalaan ay nagpasya na mag-isyu ng pampublikong bono upang tustusan ang kinakailangang pondo para sa malakihang proyekto ng imprastruktura.,pos,groq,True
공채,1등급,financial,지방자치단체는 대규모 인프라 건설 사업에 필요한 재원을 충당하기 위해 공채 발행을 결정했습니다.,mya_Mymr,ဒေသဆိုင်ရာ အုပ်ချုပ်ရေးအဖွဲ့သည် ကြီးမားသော အခြေခံအဆောက်အအုံ ဆောက်လုပ်ရေးလုပ်ငန်းအတွက် လိုအပ်သော ငွေကြေးကို ဖြည့်ဆည်းရန် အများပြည်သူအကြွေးစာချုပ်ထုတ်ရန် ဆုံးဖြတ်ခဲ့သည်။,pos,groq,True
공채,1등급,nonfinancial,형은 대학을 졸업하자마자 방송사 공채에 합격하여 PD로 일하고 있다.,vie_Latn,Anh trai tôi ngay sau khi tốt nghiệp đại học đã đậu tuyển dụng công khai của một đài truyền hình và hiện đang làm PD.,neg,groq,True
공채,1등급,nonfinancial,형은 대학을 졸업하자마자 방송사 공채에 합격하여 PD로 일하고 있다.,ind_Latn,"Kakak saya langsung lulus dari universitas, lalu lolos seleksi terbuka di sebuah perusahaan penyiaran dan kini bekerja sebagai produser.",neg,groq,True
공채,1등급,nonfinancial,형은 대학을 졸업하자마자 방송사 공채에 합격하여 PD로 일하고 있다.,tha_Thai,พี่ชายของฉันจบมหาวิทยาลัยแล้วทันทีที่ผ่านการรับสมัครเปิดของสถานีโทรทัศน์และทำงานเป็น PD,neg,groq,True
공채,1등급,nonfinancial,형은 대학을 졸업하자마자 방송사 공채에 합격하여 PD로 일하고 있다.,tgl_Latn,Ang kuya ko ay nakapasa agad sa pampublikong pagkuha ng isang broadcasting company pagkakatapos niya ng kolehiyo at nagtatrabaho na bilang PD.,neg,groq,True
공채,1등급,nonfinancial,형은 대학을 졸업하자마자 방송사 공채에 합격하여 PD로 일하고 있다.,mya_Mymr,အစ်ကိုက တက္ကသိုလ်ကို ဘွဲ့ရပြီး ချက်ချင်း တီဗီမီဒီယာ အဖွဲ့အစည်း၏ အများအပြင် အလုပ်ခေါ်ကို အောင်မြင်စွာ ဖြတ်သန်းပြီး PD အဖြစ် အလုပ်လုပ်နေသည်။,neg,groq,True
공채,1등급,nonfinancial,요즘은 정기 공채보다는 필요할 때마다 인재를 뽑는 수시 채용이 늘어나는 추세이다.,vie_Latn,"Ngày nay, xu hướng tuyển dụng không định kỳ, tuyển nhân tài khi cần, đang gia tăng so với tuyển dụng công khai định kỳ.",neg,groq,True
공채,1등급,nonfinancial,요즘은 정기 공채보다는 필요할 때마다 인재를 뽑는 수시 채용이 늘어나는 추세이다.,ind_Latn,"Akhir-akhir ini, tren peningkatan rekrutmen ad‑hoc yang dilakukan sesuai kebutuhan, dibandingkan dengan rekrutmen publik reguler, sedang meningkat.",neg,groq,True
공채,1등급,nonfinancial,요즘은 정기 공채보다는 필요할 때마다 인재를 뽑는 수시 채용이 늘어나는 추세이다.,tha_Thai,ในปัจจุบัน มีแนวโน้มว่าการสรรหาพนักงานตามความต้องการเพิ่มขึ้น มากกว่าการรับสมัครแบบเปิดประจำ.,neg,groq,True
공채,1등급,nonfinancial,요즘은 정기 공채보다는 필요할 때마다 인재를 뽑는 수시 채용이 늘어나는 추세이다.,tgl_Latn,"Sa ngayon, mas tumataas ang trend ng pagkuha ng mga talento kapag kinakailangan kaysa sa regular na bukas na pagre-recruit.",neg,groq,True
공채,1등급,nonfinancial,요즘은 정기 공채보다는 필요할 때마다 인재를 뽑는 수시 채용이 늘어나는 추세이다.,mya_Mymr,ယခုခေတ်တွင် ပုံမှန် အများသွင်းထက် လိုအပ်သလို လူ့အင်အားကို ရွေးချယ်သည့် အခါခါ အလုပ်ခန့်ထားခြင်း ပိုများလာနေသည်။,neg,groq,True
기세,1등급,financial,"오늘 장 마감 전까지 기세가 5,200원으로 형성돼 매수세가 강하게 나타났습니다.",vie_Latn,"Cho đến trước khi thị trường đóng cửa hôm nay, giá chào đã hình thành ở mức 5.200 won, và áp lực mua mạnh đã xuất hiện.",pos,groq,True
기세,1등급,financial,"오늘 장 마감 전까지 기세가 5,200원으로 형성돼 매수세가 강하게 나타났습니다.",ind_Latn,"Sebelum penutupan pasar hari ini, harga penawaran terbentuk pada 5.200 won, dan tekanan beli muncul dengan kuat.",pos,groq,True
기세,1등급,financial,"오늘 장 마감 전까지 기세가 5,200원으로 형성돼 매수세가 강하게 나타났습니다.",tha_Thai,"ก่อนปิดตลาดวันนี้ ราคาอ้างอิงอยู่ที่ 5,200 วอนและแรงซื้อปรากฏอย่างแข็งแรง",pos,groq,True
기세,1등급,financial,"오늘 장 마감 전까지 기세가 5,200원으로 형성돼 매수세가 강하게 나타났습니다.",tgl_Latn,"Sa pagtatapos ng kalakalan ngayong araw, ang presyong indikasyon ay umabot sa 5,200 won, at nagpakita ng matinding pagnanais ng pagbili.",pos,groq,True
기세,1등급,financial,"오늘 장 마감 전까지 기세가 5,200원으로 형성돼 매수세가 강하게 나타났습니다.",mya_Mymr,"ယနေ့ စတော့အင်ဒက်စ် အပြီးမတိုင်မီ အကွက်အတွင်း အကောင်းဆုံးဝယ်ဈေး(သို့မဟုတ် အကောင်းဆုံးရောင်းဈေး) ကို 5,200 ဝွန်းအဖြစ် ဖွဲ့စည်းပြီး ဝယ်ယူလိုအားကောင်းစွာ ပေါ်ထွက်ခဲ့သည်။",pos,groq,True
기세,1등급,financial,전일 대비 기세가 크게 상승하면서 투자자들의 매도 호가가 급감했습니다.,vie_Latn,"So với ngày trước, mức giá cơ sở đã tăng mạnh, khiến các mức chào bán bán của nhà đầu tư giảm mạnh.",pos,groq,True
기세,1등급,financial,전일 대비 기세가 크게 상승하면서 투자자들의 매도 호가가 급감했습니다.,ind_Latn,"Seiring dengan kenaikan signifikan harga penawaran dibandingkan hari sebelumnya, penawaran jual investor menurun tajam.",pos,groq,True
기세,1등급,financial,전일 대비 기세가 크게 상승하면서 투자자들의 매도 호가가 급감했습니다.,tha_Thai,เมื่อเทียบกับวันก่อน ราคาอ้างอิงเพิ่มขึ้นอย่างมาก ทำให้ราคาขายของนักลงทุนลดลงอย่างรวดเร็ว,pos,groq,True
기세,1등급,financial,전일 대비 기세가 크게 상승하면서 투자자들의 매도 호가가 급감했습니다.,tgl_Latn,"Kumpara sa nakaraang araw, tumaas nang malaki ang presyo ng alok, kaya bumaba nang husto ang mga alok na presyo ng pagbebenta ng mga mamumuhunan.",pos,groq,True
기세,1등급,financial,전일 대비 기세가 크게 상승하면서 투자자들의 매도 호가가 급감했습니다.,mya_Mymr,မနေ့နှင့်နှိုင်းယှဉ်ပါက အကောင်းဆုံးအဝယ်နှင့်အရောင်းအတိုး(기세) အလွန်တက်လာပြီး၊ ရင်းနှီးမြှုပ်နှံသူများ၏ အရောင်းအတောင်းအတိုးများ အလွန်လျော့ကျသွားခဲ့သည်။,pos,groq,True
기세,1등급,nonfinancial,그는 승부욕에 불타는 기세로 마라톤을 완주했다.,vie_Latn,Anh ấy đã hoàn thành cuộc marathon với khí thế bốc cháy vì khát khao thắng lợi.,neg,groq,True
기세,1등급,nonfinancial,그는 승부욕에 불타는 기세로 마라톤을 완주했다.,ind_Latn,Dia menyelesaikan maraton dengan semangat kompetitif yang membara.,neg,groq,True
기세,1등급,nonfinancial,그는 승부욕에 불타는 기세로 마라톤을 완주했다.,tha_Thai,เขาได้วิ่งมาราธอนจนสำเร็จด้วยจิตวิญญาณการแข่งขันที่ลุกโชน,neg,groq,True
기세,1등급,nonfinancial,그는 승부욕에 불타는 기세로 마라톤을 완주했다.,tgl_Latn,Tinapos niya ang marathon nang may naglalagablab na pagnanais na manalo at pusong puno ng sigla.,neg,groq,True
기세,1등급,nonfinancial,그는 승부욕에 불타는 기세로 마라톤을 완주했다.,mya_Mymr,သူသည် အပြိုင်အဆိုင်အလို အားအင်ကြီးစွာဖြင့် မာရသွန်ကို ပြီးမြောက်ခဲ့သည်။,neg,groq,True
기세,1등급,nonfinancial,"새벽부터 비가 내리던 날, 바람이 거세게 불어 기세가 넘쳤다.",vie_Latn,"Vào ngày mưa từ lúc bình minh, gió thổi mạnh và tràn đầy sức mạnh.",neg,groq,True
기세,1등급,nonfinancial,"새벽부터 비가 내리던 날, 바람이 거세게 불어 기세가 넘쳤다.",ind_Latn,"Pada hari ketika hujan turun sejak fajar, angin berhembus kencang dengan kekuatan yang meluap.",neg,groq,True
기세,1등급,nonfinancial,"새벽부터 비가 내리던 날, 바람이 거세게 불어 기세가 넘쳤다.",tha_Thai,ในวันที่ฝนตกตั้งแต่รุ่งเช้า ลมพัดแรงจนเต็มไปด้วยพลัง,neg,groq,True
기세,1등급,nonfinancial,"새벽부터 비가 내리던 날, 바람이 거세게 불어 기세가 넘쳤다.",tgl_Latn,"Sa araw na umuulan mula pa sa madaling araw, malakas ang hangin at nagpakita ng labis na sigla.",neg,groq,True
기세,1등급,nonfinancial,"새벽부터 비가 내리던 날, 바람이 거세게 불어 기세가 넘쳤다.",mya_Mymr,မနက်ခင်းကတည်းက မိုးရွာနေတဲ့နေ့မှာ လေက တောင့်တင်းစွာ ပန်ထွက်ပြီး အင်အားအပြည့်အဝ ဖြစ်သွားခဲ့တယ်။,neg,groq,True
기세,1등급,nonfinancial,친구가 연설을 시작하자 청중은 기세에 휩싸여 박수를 보냈다.,vie_Latn,"Khi người bạn bắt đầu bài phát biểu, khán giả bị cuốn trong khí thế và vỗ tay.",neg,groq,True
